rgn_id,type,label
1,eez,Northwest Gulf
2,eez,Northeast Gulf
3,eez,Central Gulf
4,eez,Mecatina
5,eez,Madeleine Plateau
6,eez,Northumberland Strait
7,eez,Chaleur Bay
